source,day_label,lect_num,type,reference,rendered_first_line,best_source_line,source_method,source_confidence,issue
standard,Easter/Vigil/Easter Vigil - Psalm 4/A/B/C,,first_reading,Isa 54:5-14,"Thus says the LORD: Your Maker is your husband, the LORD of hosts is his name; and the Holy One of Israel is your Redeemer, the God of the whole earth he is called.",,,0,no_authoritative_source
standard,Easter/Vigil/Easter Vigil - Psalm 4/A/B/C,,gospel,Matt 28:1-10,"At that time: After the sabbath, toward the dawn of the first day of the week, Mary Magdalene and the other Mary went to see the sepulchre.",,,0,no_authoritative_source
standard,Easter/Vigil/Easter Vigil - Psalm 5/A/B/C,,first_reading,Isa 55:1-11,"Thus says the LORD: ""Ho, every one who thirsts, come to the waters; and he who has no money, come, buy and eat! Come, buy wine and milk without money and without price.","THUS says the LORD: All you who are thirsty,",sunday_column_left,100,substantive_mismatch
standard,Easter/Vigil/Easter Vigil - Psalm 5/A/B/C,,gospel,Matt 28:1-10,"At that time: After the sabbath, toward the dawn of the first day of the week, Mary Magdalene and the other Mary went to see the sepulchre.",,,0,no_authoritative_source
standard,Easter/Vigil/Easter Vigil - Psalm 5 (Alt)/A/B/C,,first_reading,Isa 55:1-11,"Thus says the LORD: ""Ho, every one who thirsts, come to the waters; and he who has no money, come, buy and eat! Come, buy wine and milk without money and without price.","THUS says the LORD: All you who are thirsty,",sunday_column_left,100,substantive_mismatch
standard,Easter/Vigil/Easter Vigil - Psalm 5 (Alt)/A/B/C,,gospel,Matt 28:1-10,"At that time: After the sabbath, toward the dawn of the first day of the week, Mary Magdalene and the other Mary went to see the sepulchre.",,,0,no_authoritative_source
standard,Easter/Vigil/Easter Vigil - Psalm 6/A/B/C,,first_reading,"Bar 3:9-15, 32-4:4","Thus says the LORD: Hear the commandments of life, O Israel; give ear, and learn wisdom!",,,0,no_authoritative_source
standard,Easter/Vigil/Easter Vigil - Psalm 6/A/B/C,,gospel,Matt 28:1-10,"At that time: After the sabbath, toward the dawn of the first day of the week, Mary Magdalene and the other Mary went to see the sepulchre.",,,0,no_authoritative_source
standard,Easter/Vigil/Easter Vigil - Psalm 7/A/B/C,,first_reading,"Ezekiel 36:16-17a, 18-28",16. The word of the LORD came to me:,,,0,no_authoritative_source
standard,Easter/Vigil/Easter Vigil - Psalm 7/A/B/C,,gospel,Matt 28:1-10,"At that time: After the sabbath, toward the dawn of the first day of the week, Mary Magdalene and the other Mary went to see the sepulchre.",,,0,no_authoritative_source
standard,Easter/Vigil/Easter Vigil - Alleluia Psalm/A/B/C,,first_reading,Rom 6:3-11,Brethren: Do you not know that all of us who have been baptized into Christ Jesus were baptized into his death?,,,0,no_authoritative_source
standard,Easter/Vigil/Easter Vigil - Alleluia Psalm/A/B/C,,gospel,Matt 28:1-10,"At that time: After the sabbath, toward the dawn of the first day of the week, Mary Magdalene and the other Mary went to see the sepulchre.",,,0,no_authoritative_source
standard,Easter/2/Sunday/A,,first_reading,Acts 2:42-47,"In those days: They devoted themselves to the apostles' teaching and fellowship, to the breaking of bread and the prayers.","THEY devoted themselves to the teaching of the apostles and to the communal life,",sunday_column_left,100,substantive_mismatch
standard,Easter/2/Sunday/A,,gospel,John 20:19-31,"At that time: On the evening of that day, the first day of the week, the doors being shut where the disciples were, for fear of the Jews, Jesus came and stood among them and said to them, ""Peace be with you.""","ON the evening of that first day of the week,",sunday_column_right,100,substantive_mismatch
standard,Easter/2/Sunday/B,,first_reading,Acts 4:32-35,"In those days: The company of those who believed were of one heart and soul, and no one said that any of the things which he possessed was his own, but they had everything in common.","THE community of believers was of one heart and mind, and no one claimed that any of his possessions was his own,",sunday_column_left,100,substantive_mismatch
standard,Easter/2/Sunday/B,,gospel,John 20:19-31,"At that time: On the evening of that day, the first day of the week, the doors being shut where the disciples were, for fear of the Jews, Jesus came and stood among them and said to them, ""Peace be with you.""","ON the evening of that first day of the week,",sunday_column_right,100,substantive_mismatch
standard,Easter/2/Sunday/C,,first_reading,Acts 5:12-16,In those days: Many signs and wonders were done among the people by the hands of the apostles. And they were all together in Solomon's Portico.,MANY signs and wonders were done among the people at the hands of the apostles.,sunday_column_left,100,substantive_mismatch
standard,Easter/2/Sunday/C,,gospel,John 20:19-31,"At that time: On the evening of that day, the first day of the week, the doors being shut where the disciples were, for fear of the Jews, Jesus came and stood among them and said to them, ""Peace be with you.""","ON the evening of that first day of the week,",sunday_column_right,100,substantive_mismatch
standard,Easter/2/Monday/I/II,267,first_reading,Acts 4:23-31,"In those days, After Peter and John were released by the rulers and elders,","After Peter and John were released by the rulers and elders,",weekday_direct,100,temporal_prefix_mismatch
standard,Easter/2/Monday/I/II,267,gospel,John 3:1-8,"At that time, There was a Pharisee named Nicodemus, a leader of the Jews.","Now there was a Pharisee named Nicodemus, a leader of the Jews.",weekday_direct,100,substantive_mismatch
standard,Easter/2/Tuesday/I/II,268,first_reading,Acts 4:32-37,"In those days, The whole group of those who believed",The whole group of those who believed,weekday_direct,100,temporal_prefix_mismatch
standard,Easter/2/Tuesday/I/II,268,gospel,John 3:7b-15,"At that time, “Do not be astonished that I said to you,","Jesus said to Nicodemus: ""Do not be astonished that I said to you,",weekday_direct,100,substantive_mismatch
standard,Easter/2/Wednesday/I/II,269,first_reading,Acts 5:17-26,"In those days, The high priest and all who were with him",The high priest and all who were with him,weekday_direct,100,temporal_prefix_mismatch
standard,Easter/2/Wednesday/I/II,269,gospel,John 3:16-21,"At that time, “God so loved the world that he gave his only Son,","Jesus said to Nicodemus: ""God so loved the world that he gave his only Son,",weekday_direct,100,substantive_mismatch
standard,Easter/2/Thursday/I/II,270,first_reading,Acts 5:27-33,"In those days, When the temple police had brought the apostles",When the temple police had brought the apostles,weekday_direct,100,temporal_prefix_mismatch
standard,Easter/2/Thursday/I/II,270,gospel,John 3:31-36,"At that time, “The one who comes from above is above all;","Jesus said to Nicodemus: ""The one who comes from above is above all;",weekday_direct,100,substantive_mismatch
standard,Easter/2/Friday/I/II,271,first_reading,Acts 5:34-42,"In those days, A Pharisee in the council named Gamaliel,","The apostles were being questioned by the high priest before the council. But a Pharisee in the council named Gamaliel,",weekday_direct,100,substantive_mismatch
standard,Easter/2/Friday/I/II,271,gospel,John 6:1-15,"At that time, Jesus went to the other side of the Sea of Galilee,","Jesus went to the other side of the Sea of Galilee,",weekday_direct,100,temporal_prefix_mismatch
standard,Easter/2/Saturday/I/II,272,first_reading,Acts 6:1-7,"In those days, During those days, when the disciples were increasing in number,","Now during those days, when the disciples were increasing in number,",weekday_direct,100,substantive_mismatch
standard,Easter/2/Saturday/I/II,272,gospel,John 6:16-21,"At that time, When evening came, his disciples went down to the sea,","After feeding the crowd, Jesus withdrew to the mountain by himself. When evening came, his disciples went down to the sea,",weekday_direct,100,substantive_mismatch
standard,Easter/3/Sunday/A,,first_reading,"Acts 2:14, 22-33","In those days: Peter, standing with the eleven, lifted up his voice and addressed them, ""Men of Judea and all who dwell in Jerusalem, let this be known to you, and give ear to my words.","THEN Peter stood up with the Eleven, raised his voice, and proclaimed:",sunday_column_left,100,substantive_mismatch
standard,Easter/3/Sunday/A,,gospel,Luke 24:13-35,"At that time: That very day two of them were going to a village named Emmaus, about seven miles  from Jerusalem,","THAT very day, the first day of the week,",sunday_column_right,100,substantive_mismatch
standard,Easter/3/Sunday/B,,first_reading,"Acts 3:13-15, 17-19","In those days: The God of Abraham and of Isaac and of Jacob, the God of our fathers, glorified his servant  Jesus, whom you delivered up and denied in the presence of Pilate, when he had decided to release him.","PETER said to the people: ""The God of Abraham,",sunday_column_left,100,substantive_mismatch
standard,Easter/3/Sunday/B,,gospel,Luke 24:35-48,"At that time: They told what had happened on the road, and how he was known to them in the breaking of the bread.","THE two disciples recounted what had taken place on the way,",sunday_column_right,100,substantive_mismatch
standard,Easter/3/Sunday/C,,first_reading,"Acts 5:27-32, 40b-41","In those days: When they had brought them, they set them before the council. And the high priest questioned them,","WHEN the captain and the court officers had brought the apostles in and made them stand before the Sanhedrin,",sunday_column_left,100,substantive_mismatch
standard,Easter/3/Sunday/C,,gospel,John 21:1-19,At that time: After this Jesus revealed himself again to the disciples by the Sea of Tiberi-as; and he revealed himself in this way.,,,0,no_authoritative_source
standard,Easter/3/Monday/I/II,273,first_reading,Acts 6:8-15,"In those days, Stephen, full of grace and power,","Stephen, full of grace and power,",weekday_direct,100,temporal_prefix_mismatch
standard,Easter/3/Monday/I/II,273,gospel,John 6:22-29,"At that time, The next day","After Jesus had fed the crowd from the five loaves, he crossed the lake by walking on the sea. The next day",weekday_direct,100,substantive_mismatch
standard,Easter/3/Tuesday/I/II,274,first_reading,Acts 7:51 - 8.1a,Reading text unavailable for Acts 7:51 - 8.1a.,"Stephen stood before the council and replied to his accusers, ""You stiff-necked people, uncircumcised in heart and ears,",weekday_direct,100,substantive_mismatch
standard,Easter/3/Tuesday/I/II,274,gospel,John 6:30-35,"At that time, The people said to Jesus,","After Jesus had fed the crowd from the five loaves, the people said to Jesus,",weekday_direct,100,substantive_mismatch
standard,Easter/3/Wednesday/I/II,275,first_reading,Acts 8:1b-8,"In those days, A severe persecution began against the church in Jerusalem,","On the day that Stephen was killed, a severe persecution began against the church in Jerusalem,",weekday_direct,100,substantive_mismatch
standard,Easter/3/Wednesday/I/II,275,gospel,John 6:35-40,"At that time, Jesus said to the people,","After Jesus had fed the crowd with the five loaves, he said to the people,",weekday_direct,100,substantive_mismatch
standard,Easter/3/Thursday/I/II,276,first_reading,Acts 8:26-40,"In those days, An angel of the Lord said to Philip,","An angel of the Lord said to Philip,",weekday_direct,100,temporal_prefix_mismatch
standard,Easter/3/Thursday/I/II,276,gospel,John 6:44-51,"At that time, “No one can come to me unless drawn by the Father who sent me;","Those who had been fed by the five loaves followed Jesus to the other side of the lake and asked him for a sign that they should believe in him. Jesus said to them, ""No one can come to me unless drawn by the Father who sent me;",weekday_direct,100,substantive_mismatch
standard,Easter/3/Friday/I/II,277,first_reading,Acts 9:1-20,"In those days, Saul, still breathing threats and murder","Saul, still breathing threats and murder",weekday_direct,100,temporal_prefix_mismatch
standard,Easter/3/Friday/I/II,277,gospel,John 6:52-59,"At that time, The Jews disputed among themselves, saying,","The Jews disputed among themselves, saying,",weekday_direct,100,temporal_prefix_mismatch
standard,Easter/3/Saturday/I/II,278,first_reading,Acts 9:31-42,"In those days, The church throughout Judea, Galilee, and Samaria had peace","The church throughout Judea, Galilee, and Samaria had peace",weekday_direct,100,temporal_prefix_mismatch
standard,Easter/3/Saturday/I/II,278,gospel,"John 6:53, 60-69","At that time, Jesus said to the people,","Jesus said to the people,",weekday_direct,100,temporal_prefix_mismatch
standard,Easter/4/Sunday/A,,first_reading,"Acts 2:14a, 36-41","In those days: Peter, standing with the eleven, lifted up his voice and addressed them, ""Men of Judea and all who dwell in Jerusalem, let this be known to you","THEN Peter stood up with the Eleven, raised his voice, and proclaimed:",sunday_column_left,100,substantive_mismatch
standard,Easter/4/Sunday/A,,gospel,John 10:1-10,"At that time: ""Truly, truly, I say to you, he who does not enter the sheepfold by the door but climbs in by another way, that man is a thief and a robber;","Jesus said to the Pharisees: ""Very truly, I tell you,",weekday_direct,100,substantive_mismatch
standard,Easter/4/Sunday/B,,first_reading,Acts 4:8-12,"In those days: Peter, filled with the Holy Spirit, said to them, ""Rulers of the people and elders,","PETER, filled with the Holy Spirit, said: ""Leaders of the people and elders:",sunday_column_left,100,substantive_mismatch
