source,day_label,lect_num,type,reference,csv_incipit,derived_incipit,db_first_verse,rendered_first_line,problems
standard,Ordinary Time/33/Sunday/A,,first_reading,"Prv 31:10-13, 19-20, 30-31",WHEN one finds a worthy wife,,[BOOK_NOT_FOUND: Prv],"Reading text unavailable for Prv 31:10-13, 19-20, 30-31.",text_unavailable
standard,Ordinary Time/33/Sunday/A,,gospel,"Matt 25:14-30 or 25:14-15, 19-21",JESUS told his disciples this parable,"At that time,",Now after a long time the master of those servants came and settled accounts with them.,19. JESUS told his disciples:: After a long time the master of those servants came and settled accounts with them.,verse_number_in_rendered
standard,Ordinary Time/33/Sunday/B,,first_reading,Dn 12:1-3,"IN those days, I Daniel",,[BOOK_NOT_FOUND: Dn],Reading text unavailable for Dn 12:1-3.,text_unavailable
standard,Ordinary Time/33/Sunday/B,,gospel,Mark 13:24-32,"JESUS said to his disciples ""In those days after that tribulation","At that time,","""But in those days, after that tribulation, the sun will be darkened, and the moon will not give its light,","24. JESUS said to his:: ""But in those days, after that tribulation, the sun will be darkened, and the moon will not give its light,",verse_number_in_rendered
standard,Lent/1/Sunday/A,,first_reading,Gen 2:7-9; 3:1-7,THE LORD God formed man out of the clay of the ground,"In the beginning,","then the LORD God formed man of dust from the ground, and breathed into his nostrils the breath of life; and man became a living being.","7. THE LORD God formed:: then the LORD God formed man of dust from the ground, and breathed into his nostrils the breath of life; and man became a living being.",verse_number_in_rendered
standard,Lent/1/Sunday/A,,gospel,Matt 4:1-11,AT that time Jesus was led by the Spirit into the desert,"At that time,",Then Jesus was led up by the Spirit into the wilderness to be tempted by the devil.,1. Then Jesus was led up by the Spirit into the wilderness to be tempted by the devil.,raw_verse_conjunction:then
standard,Lent/1/Sunday/B,,first_reading,Gen 9:8-15,GOD said to Noah and to his sons with him,"In the beginning,","Then God said to Noah and to his sons with him,","8. Then God said to Noah and to his sons with him,",raw_verse_conjunction:then; verse_number_in_rendered
standard,Lent/1/Sunday/B,,gospel,Mark 1:12-15,THE Spirit drove Jesus out into the desert,"At that time,",The Spirit immediately drove him out into the wilderness.,12. The Spirit immediately drove Jesus out into the wilderness.,verse_number_in_rendered
standard,Lent/1/Sunday/C,,first_reading,Deut 26:4-10,"MOSES spoke to the people, saying",Moses said to the people:,"Then the priest shall take the basket from your hand, and set it down before the altar of the LORD your God.","4. MOSES spoke to the:: Then the priest shall take the basket from your hand, and set it down before the altar of the LORD your God.",verse_number_in_rendered
standard,Lent/1/Sunday/C,,gospel,Luke 4:1-13,"FILLED with the Holy Spirit, Jesus returned from the Jordan","At that time,","And Jesus, full of the Holy Spirit, returned from the Jordan, and was led by the Spirit","1. And Jesus, full of the Holy Spirit, returned from the Jordan, and was led by the Spirit",raw_verse_conjunction:and
standard,Lent/1/Monday/I/II,224,first_reading,"Leviticus 19.1-2, 11-18","The Lord spoke to Moses, saying",,"And the LORD said to Moses,","Reading text unavailable for Leviticus 19.1-2, 11-18.",text_unavailable
standard,Lent/1/Monday/I/II,224,gospel,Matt 25.31-46,"Jesus said to his disciples ""When the Son of Man comes in his glory","At that time,","""When the Son of man comes in his glory, and all the angels with him, then he will sit on his glorious throne.",Reading text unavailable for Matt 25.31-46.,text_unavailable
standard,Lent/1/Tuesday/I/II,225,first_reading,Isa 55.10-11,"Thus says the Lord, your God For as the rain and the snow come down from heaven",Thus says the LORD:,"""For as the rain and the snow come down from heaven, and return not thither but water the earth, making it bring forth and sprout, giving seed to the sower and bread to the eater,",Reading text unavailable for Isa 55.10-11.,text_unavailable
standard,Lent/1/Tuesday/I/II,225,gospel,Matt 6.7-15,When the disciples had gathered around Jesus on the hillside,"At that time,","""And in praying do not heap up empty phrases as the Gentiles do; for they think that they will be heard for their many words.",Reading text unavailable for Matt 6.7-15.,text_unavailable
standard,Lent/1/Wednesday/I/II,226,first_reading,Jonah 3.1-10,"The word of the Lord came to Jonah at second time, saying",The word of the LORD came to Jonah:,"Then the word of the LORD came to Jonah the second time, saying,",Reading text unavailable for Jonah 3.1-10.,text_unavailable
standard,Lent/1/Wednesday/I/II,226,gospel,Luke 11.29-32,"When the crowds were increasing, Jesus began to say","At that time,","When the crowds were increasing, he began to say, ""This generation is an evil generation; it seeks a sign, but no sign shall be given to it except the sign of Jonah.",Reading text unavailable for Luke 11.29-32.,text_unavailable
standard,Lent/1/Thursday/I/II,227,first_reading,"Esther 14.1, 3-5, 12-14","Queen Esther, seized with deadly anxiety, fled to the Lord.",,"Mordecai then went away and did everything as Esther had ordered him. And Esther the queen, seized with deathly anxiety, fled to the Lord;","Reading text unavailable for Esther 14.1, 3-5, 12-14.",text_unavailable
standard,Lent/1/Thursday/I/II,227,gospel,Matt 7.7-12,Gathered on the hillside with the disciples,"At that time,","""Ask, and it will be given you; seek, and you will find; knock, and it will be opened to you.",Reading text unavailable for Matt 7.7-12.,text_unavailable
standard,Lent/1/Friday/I/II,228,first_reading,Ezek 18.21-28,,Thus says the LORD:,"""But if a wicked man turns away from all his sins which he has committed and keeps all my statutes and does what is lawful and right, he shall surely live; he shall not die.",Reading text unavailable for Ezek 18.21-28.,text_unavailable
standard,Lent/1/Friday/I/II,228,gospel,Matt 5.20-16,Jesus went up the mountain,"At that time,","For I tell you, unless your righteousness exceeds that of the scribes and Pharisees, you will never enter the kingdom of heaven.",Reading text unavailable for Matt 5.20-16.,text_unavailable
standard,Lent/1/Saturday/I/II,358,first_reading,Isa 58.9b-14,Thus says the Lord If you remove the yoke from among you,Thus says the LORD:,"Then you shall call, and the LORD will answer; you shall cry, and he will say, Here I am.",Reading text unavailable for Isa 58.9b-14.,text_unavailable
standard,Lent/1/Saturday/I/II,358,gospel,Luke 5.27-32,After healing a man who was paralyzed,"At that time,","After this he went out, and saw a tax collector, named Levi, sitting at the tax office; and he said to him, ""Follow me.""",Reading text unavailable for Luke 5.27-32.,text_unavailable
standard,Lent/1/Saturday/I/II,358,first_reading,Isa 58.9b-14,Thus says the Lord If you remove the yoke from among you,Thus says the LORD:,"Then you shall call, and the LORD will answer; you shall cry, and he will say, Here I am.",Reading text unavailable for Isa 58.9b-14.,text_unavailable
standard,Lent/1/Saturday/I/II,358,gospel,Luke 5.27-32,After healing a man who was paralyzed,"At that time,","After this he went out, and saw a tax collector, named Levi, sitting at the tax office; and he said to him, ""Follow me.""",Reading text unavailable for Luke 5.27-32.,text_unavailable
standard,Lent/1/Saturday/I/II,358,first_reading,Isa 58.9b-14,Thus says the Lord If you remove the yoke from among you,Thus says the LORD:,"Then you shall call, and the LORD will answer; you shall cry, and he will say, Here I am.",Reading text unavailable for Isa 58.9b-14.,text_unavailable
standard,Lent/1/Saturday/I/II,358,gospel,Luke 5.27-32,After healing a man who was paralyzed,"At that time,","After this he went out, and saw a tax collector, named Levi, sitting at the tax office; and he said to him, ""Follow me.""",Reading text unavailable for Luke 5.27-32.,text_unavailable
standard,Lent/1/Saturday/I/II,358,first_reading,Isa 58.9b-14,Thus says the Lord If you remove the yoke from among you,Thus says the LORD:,"Then you shall call, and the LORD will answer; you shall cry, and he will say, Here I am.",Reading text unavailable for Isa 58.9b-14.,text_unavailable
standard,Lent/1/Saturday/I/II,358,gospel,Luke 5.27-32,After healing a man who was paralyzed,"At that time,","After this he went out, and saw a tax collector, named Levi, sitting at the tax office; and he said to him, ""Follow me.""",Reading text unavailable for Luke 5.27-32.,text_unavailable
standard,Lent/2/Sunday/A,,first_reading,Gen 12:1-4a,THE LORD said to Abram,"In the beginning,","Now the LORD said to Abram, ""Go from your country and your kindred and your father's house to the land that I will show you.","1.     Now the LORD said to Abram, ""Go from your country and your kindred and your father's house to the land that I will show you.",raw_verse_conjunction:now
standard,Lent/2/Sunday/B,,gospel,Mark 9:2-10,"JESUS took Peter, James, and John","At that time,","And after six days Jesus took with him Peter and James and John, and led them up a high mountain apart by themselves; and he was transfigured before them,","2.  And after six days Jesus took with him Peter and James and John, and led them up a high mountain apart by themselves; and he was transfigured before them,",raw_verse_conjunction:and; verse_number_in_rendered
standard,Lent/2/Sunday/C,,first_reading,"Gen 15:5-12, 17-18",THE Lord God took Abram outside and said,"In the beginning,","And he brought him outside and said, ""Look toward heaven, and number the stars, if you are able to number them."" Then he said to him, ""So shall your descendants be.""","5. THE Lord God took:: And he brought him outside and said, ""Look toward heaven, and number the stars, if you are able to number them."" Then he said to him, ""So shall your descendants be.""",verse_number_in_rendered
standard,Lent/2/Sunday/C,,gospel,Luke 9:28b-36,"JESUS took Peter, John, and James","At that time,","Now about eight days after these sayings he took with him Peter and John and James, and went up on the mountain to pray.","28. JESUS took Peter, John,:: and went up on the mountain to pray",verse_number_in_rendered
standard,Lent/2/Monday/I/II,230,first_reading,"Daniel 9.3, 4b-10","I, Daniel, turned to the Lord God",,"Then I turned my face to the Lord God, seeking him by prayer and supplications with fasting and sackcloth and ashes.","Reading text unavailable for Daniel 9.3, 4b-10.",text_unavailable
standard,Lent/2/Monday/I/II,230,gospel,Luke 6.36-38,"Jesus said to his disciples ""Be merciful, just as your Father is merciful","At that time,","Be merciful, even as your Father is merciful.",Reading text unavailable for Luke 6.36-38.,text_unavailable
standard,Lent/2/Tuesday/I/II,231,first_reading,"Isa 1.10, 16-20, 27-28, 31","The vision of Isaiah, son of Amoz",Thus says the LORD:,"Hear the word of the LORD, you rulers of Sodom! Give ear to the teaching of our God, you people of Gomorrah!","Reading text unavailable for Isa 1.10, 16-20, 27-28, 31.",text_unavailable
