season,week,day,feast,rank,color,month,day_of_month,title,collect,secret,communion,postcommunion,source_file
Sancti,,Feast,07-05,,,07,05,"St. Anthony Mary Zaccaria, Confessor","Grant us, O Lord God, to learn in the spirit of Paul the Apostle that excelling knowledge of Jesus Christ, by which St. Anthony Mary, himself wondrously learned, gathered together in Your Church new families of clerics and virgins.","May we bring to the table of the heavenly banquet, O Lord, that purity of mind and body with which St. Anthony Mary was so wondrously imbued and in which he excelled when he offered these sacrificial gifts.","!Phil 3:17
Brethren, be imitators of me, and mark those who walk after the pattern you have in us.","May the heavenly banquet at which we have been fed, O Lord Jesus Christ, set our hearts aflame with that fire of love with which St. Anthony Mary bore the banner of the saving Victim to victory against the enemies of Your Church.",07-05.txt
Sancti,,Feast,07-06,,,07,06,Octave of Sts. Peter and Paul,"O God, whose right hand upheld blessed Peter, lest he should sink when walking on the waters, and did deliver blessed Paul, when shipwrecked for the third time, from the depth of the sea, hear us in thy mercy, and grant that, through the merits of both we may obtain the glory of the eternal life.","We offer thee, O Lord, our prayers and gifts, and that they may be found worthy in thy sight, let us be aided by the prayers of thy Apostels, Peter and Paul.","!Wis 3:1; 3:2; 3:3
v. But the souls of the just are in the hand of God, and the torment of death shall not touch them. In the sight of the unwise they seemed to die: but they are in peace.","Protect thy people O Lord, whi trust is the intercession of thyne Apostles, Peter and Paul, and evermore defend and keep them.",07-06.txt
Sancti,,Feast,07-06,,,07,06,,,"We offer thee, O Lord, our prayers and gifts, and that they may be found worthy in thy sight, let us be aided by the prayers of thy Apostels, Peter and Paul.",,,07-06o.txt
Sancti,,Feast,07-07,,,07,07,"Sts. Cyril and Methodius, Bishops and Confessors","Almighty, eternal God, Who granted to the Slavonic people that they should come to the knowledge of your name through Your blessed Confessors and Bishops, Cyril and Methodius, grant that, as we glory in their festival, we may be joined with them in fellowship.","Look with favor, O Lord, upon the prayers and offerings of Your faithful, that they may be pleasing to You for the feast of Your Saints and may bring us the help of Your mercy.",,"We beseech You, almighty God, Who mercifully dost bestow upon us these heavenly gifts, grant that we may despise all earthly things through the intercession of Your Saints, Cyril and Methodius.",07-07.txt
Sancti,,Feast,07-08,,,07,08,"St. Elizabeth of Portugal, Queen and Widow","Most merciful God, Who among other admirable gifts, endowed blessed Queen Elizabeth with the special grace of calming the tumult of war; grant by her intercession that, after the peace for which we humbly pray, we may attain everlasting happiness.",,,,07-08.txt
Sancti,,Feast,07-10,,,07,10,"Seven Brothers, Martyrs, and Sts. Rufina and Secunda, Virgins and Martyrs",,"Look with favor, we beseech You, O Lord, upon the offerings here before You, that, through the intercession of Your Saints, they may be beneficial for our devotion and salvation.",,"Grant, we beseech You, almighty God, that, by the intercession of Your Saints, we may obtain the effect of that salvation pledged to us through this sacred rite.",07-10.txt
Sancti,,Feast,07-12,,,07,12,Sts. Nabor and Felix Martyrs,"Grant we beseech You, O Lord, that as we never fail to celebrate the anniversary of the death of Your holy Martyrs, Nabor and Felix, so may we always be accompanied by their prayers.","May the gifts of Your people, we beseech You, O Lord, by the prayers of Your holy Martyrs, Nabor and Felix, be made pleasing to You, and may they be made worthy by the merits of those in honor of whose victories they are offered to Your name.",,"On the anniversary of the death of Your Saints, we beseech You, O Lord, that, being strengthened by the gift of the sacrament, we may enjoy forever the good things with which, through Your grace, we are now comforted.",07-12o.txt
Sancti,,Feast,07-15,,,07,15,"St. Henry the Emperor, Confessor","O God, Who on this day took St. Henry, Your Confessor, to the everlasting kingdom from the throne of an earthly empire; we humbly beseech You, that as You enabled him, protected by the abundance of Your grace, to overcome the temptations of the world, so grant that we, in emulation of him, may shun the allurements of this world and come to You with pure hearts.",,,,07-15.txt
Sancti,,Feast,07-16,,,07,16,,"O God, Who honored the Order of Carmel with the special title of the most blessed Mary, ever Virgin, Your mother, graciously grant, that we who this day honor her commemoration with solemn rites, defended by her care, may be found worthy to attain everlasting happiness.","O Lord, we beseech You, make holy the sacrificial gifts we offer, and by the most powerful prayers of blessed Mary, Mother of God, grant they may be helpful to our salvation.","Most worthy Queen of the world, Mary ever Virgin, who have borne Christ the Lord, the Saviour of all, intercede for our peace and salvation.","May the venerable intercession of Your glorious Mother Mary, ever Virgin, help us, O Lord, that those whom she has ladened with lasting benefits may be delivered from all dangers and be made of one mind by her godliness.",07-16.txt
Sancti,,Feast,07-18,,,07,18,"St. Camillus de Lellis, Confessor","O God, Who endowed St. Camillus with a special gift of charity for the help of souls struggling in their final agony, pour upon us, we beseech You, by his merits, the spirit of Your love, so that in the hour of our death we may be found worthy to overcome the enemy and attain the heavenly crown.","Through the prayers of St. Camillus may this spotless sacrificial offering, by which we renew the work of our Lord Jesus Christ’s infinite charity, be a healing remedy against all infirmities of body and soul and a consolation and protection in our last agony.","!Matt 25:36, 40
I was sick and you visited Me: Amen, amen, I say to you, as long as you did it for one of these the least of My brethren, you did it for Me.","Through this heavenly food which we have received with holy devotion as we celebrate the feast of St. Camillus, Your Confessor, grant, we beseech You, O Lord, that in the hour of our death, strengthened by Your sacraments and absolved of all our sins, we may be found worthy to be taken up, rejoicing, into the bosom of Your mercy.",07-18.txt
Sancti,,Feast,07-19,,,07,19,"St. Vincent de Paul, Confessor","O God, Who endowed St. Vincent with apostolic strength to preach the Gospel to the poor and to enhance the dignity of clerical life; grant, we beseech You, that we who honor his holy merits may also conform to the example of his virtues.",,,,07-19.txt
Sancti,,Feast,07-20,,,07,20,"St. Jerome Emiliani, Confessor","O God, the Father of mercies, by the merits and intercession of St. Jerome, whom You willed to be the helper and father of orphans, grant that we may faithfully guard the spirit of adoption which makes us Your sons both in name and reality.","O most merciful God, Who in blessed Jerome graciously destroyed the old to create in him a new man in Your likeness, grant by his merits, that we, in like manner reborn, may offer You this sacrifice of atonement as a most sweet fragrance.","!James 1:27
Religion pure and undefiled before God the Father, is this: to give aid to orphans and widows in their tribulation, and to keep oneself unspotted from this world.","Refreshed with the bread of angels, we humbly pray You, O Lord, that we who joyfully celebrate the yearly feast of blessed Jerome, Your Confessor, may follow his example and be enabled to win a most abundant reward in Your kingdom.",07-20.txt
Sancti,,Feast,07-21,,,07,21,"St. Lawrence of Brindisi, Confessor and Doctor of the Church","O God, Who, to enable him to accomplish tasks, no matter how difficult, for the glory of Your name and the salvation of souls, endowed blessed Lawrence, Your Confessor and Doctor, with the spirit of wisdom and fortitude; grant us, in the same spirit, ever to know our duty, and through his prayers to do it.",,,,07-21r.txt
Sancti,,Feast,07-22,,,07,22,"St. Mary Magdalene, Penitent","May the prayers of blessed Mary Magdalen help us, O Lord, Who were moved by her prayers and brought back alive from the grave her brother Lazarus, dead for four days.","O Lord, may our gifts be acceptable to You through the glorious merits of blessed Mary Magdalen, whose offering of homage Your only-begotten Son did mercifully accept.",,"After receiving Your Body and precious Blood, the one and only saving remedy, we beseech You, O Lord, that, under the protection of blessed Mary Magdalen, we may be freed from all evils.",07-22.txt
Sancti,,Feast,07-23,,,07,23,"St. Apollinaris, Bishop and Martyr","O God, the rewarder of faithful souls, grant that we may obtain pardon through the prayers of blessed Apollinaris, Your Martyr and Bishop, whose feast we are celebrating.","O Lord, graciously look down upon these gifts which we bring in commemoration of Your blessed Priest and Martyr Apollinaris and offer up for our offenses.","!Matt 25:20-21
Master, you handed over to me five talents; behold, I have gained five others in addition. Well done, good and faithful servant; because you have been faithful over a few things, I will set you over many, enter into the joy of your master.","Receiving Your holy sacrament, we beseech You, O Lord, that the lasting protection of St. Apollinaris may support us; for You do not cease to look favorably upon those to whom You have given such helps.",07-23.txt
